Semester,Section Number,Course Prefix,Course Number,Course Title,Course,Letter Grade,Count of letter grade,Department/Program
Summer 2011,71205,ACC,F311,FUNDAMENTALS OF FINANCIAL ACC,"ACC-F311: FUNDAMENTALS OF FINANCIAL ACC, Section no. 71205",B,5,Accounting
Summer 2011,71205,ACC,F311,FUNDAMENTALS OF FINANCIAL ACC,"ACC-F311: FUNDAMENTALS OF FINANCIAL ACC, Section no. 71205",B+,2,Accounting
Summer 2011,71205,ACC,F311,FUNDAMENTALS OF FINANCIAL ACC,"ACC-F311: FUNDAMENTALS OF FINANCIAL ACC, Section no. 71205",A-,6,Accounting
Summer 2011,71205,ACC,F311,FUNDAMENTALS OF FINANCIAL ACC,"ACC-F311: FUNDAMENTALS OF FINANCIAL ACC, Section no. 71205",A,6,Accounting
Summer 2011,71210,ACC,F312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-F312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71210",Other,2,Accounting
Summer 2011,71210,ACC,F312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-F312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71210",F,1,Accounting
Summer 2011,71210,ACC,F312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-F312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71210",D,1,Accounting
Summer 2011,71210,ACC,F312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-F312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71210",C-,1,Accounting
Summer 2011,71210,ACC,F312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-F312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71210",C,3,Accounting
Summer 2011,71210,ACC,F312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-F312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71210",C+,2,Accounting
Summer 2011,71210,ACC,F312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-F312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71210",B,6,Accounting
Summer 2011,71210,ACC,F312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-F312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71210",B+,4,Accounting
Summer 2011,71210,ACC,F312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-F312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71210",A-,4,Accounting
Summer 2011,71210,ACC,F312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-F312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71210",A,9,Accounting
Summer 2011,71225,ACC,F380K,7-FINANCIAL STATEMENT ANALYSIS,"ACC-F380K: 7-FINANCIAL STATEMENT ANALYSIS, Section no. 71225",B-,3,Accounting
Summer 2011,71225,ACC,F380K,7-FINANCIAL STATEMENT ANALYSIS,"ACC-F380K: 7-FINANCIAL STATEMENT ANALYSIS, Section no. 71225",B,7,Accounting
Summer 2011,71225,ACC,F380K,7-FINANCIAL STATEMENT ANALYSIS,"ACC-F380K: 7-FINANCIAL STATEMENT ANALYSIS, Section no. 71225",B+,7,Accounting
Summer 2011,71225,ACC,F380K,7-FINANCIAL STATEMENT ANALYSIS,"ACC-F380K: 7-FINANCIAL STATEMENT ANALYSIS, Section no. 71225",A-,7,Accounting
Summer 2011,71225,ACC,F380K,7-FINANCIAL STATEMENT ANALYSIS,"ACC-F380K: 7-FINANCIAL STATEMENT ANALYSIS, Section no. 71225",A,15,Accounting
Summer 2011,71230,ACC,N380K,12-COMP AUDIT AND SYS SECURITY,"ACC-N380K: 12-COMP AUDIT AND SYS SECURITY, Section no. 71230",Other,1,Accounting
Summer 2011,71230,ACC,N380K,12-COMP AUDIT AND SYS SECURITY,"ACC-N380K: 12-COMP AUDIT AND SYS SECURITY, Section no. 71230",B+,4,Accounting
Summer 2011,71230,ACC,N380K,12-COMP AUDIT AND SYS SECURITY,"ACC-N380K: 12-COMP AUDIT AND SYS SECURITY, Section no. 71230",A-,10,Accounting
Summer 2011,71230,ACC,N380K,12-COMP AUDIT AND SYS SECURITY,"ACC-N380K: 12-COMP AUDIT AND SYS SECURITY, Section no. 71230",A,15,Accounting
Summer 2011,71235,ACC,N380K,13-INFO TECH FOR ACC & CONTROL,"ACC-N380K: 13-INFO TECH FOR ACC & CONTROL, Section no. 71235",Other,1,Accounting
Summer 2011,71235,ACC,N380K,13-INFO TECH FOR ACC & CONTROL,"ACC-N380K: 13-INFO TECH FOR ACC & CONTROL, Section no. 71235",B-,1,Accounting
Summer 2011,71235,ACC,N380K,13-INFO TECH FOR ACC & CONTROL,"ACC-N380K: 13-INFO TECH FOR ACC & CONTROL, Section no. 71235",B,1,Accounting
Summer 2011,71235,ACC,N380K,13-INFO TECH FOR ACC & CONTROL,"ACC-N380K: 13-INFO TECH FOR ACC & CONTROL, Section no. 71235",B+,8,Accounting
Summer 2011,71235,ACC,N380K,13-INFO TECH FOR ACC & CONTROL,"ACC-N380K: 13-INFO TECH FOR ACC & CONTROL, Section no. 71235",A-,5,Accounting
Summer 2011,71235,ACC,N380K,13-INFO TECH FOR ACC & CONTROL,"ACC-N380K: 13-INFO TECH FOR ACC & CONTROL, Section no. 71235",A,19,Accounting
Summer 2011,71240,ACC,F383K,4-FRAUD EXAMINATION,"ACC-F383K: 4-FRAUD EXAMINATION, Section no. 71240",C+,1,Accounting
Summer 2011,71240,ACC,F383K,4-FRAUD EXAMINATION,"ACC-F383K: 4-FRAUD EXAMINATION, Section no. 71240",B,18,Accounting
Summer 2011,71240,ACC,F383K,4-FRAUD EXAMINATION,"ACC-F383K: 4-FRAUD EXAMINATION, Section no. 71240",B+,8,Accounting
Summer 2011,71240,ACC,F383K,4-FRAUD EXAMINATION,"ACC-F383K: 4-FRAUD EXAMINATION, Section no. 71240",A-,7,Accounting
Summer 2011,71240,ACC,F383K,4-FRAUD EXAMINATION,"ACC-F383K: 4-FRAUD EXAMINATION, Section no. 71240",A,24,Accounting
Summer 2011,71305,ACC,S310F,FOUNDATIONS OF ACCOUNTING,"ACC-S310F: FOUNDATIONS OF ACCOUNTING, Section no. 71305",Other,19,Accounting
Summer 2011,71305,ACC,S310F,FOUNDATIONS OF ACCOUNTING,"ACC-S310F: FOUNDATIONS OF ACCOUNTING, Section no. 71305",F,5,Accounting
Summer 2011,71305,ACC,S310F,FOUNDATIONS OF ACCOUNTING,"ACC-S310F: FOUNDATIONS OF ACCOUNTING, Section no. 71305",D+,1,Accounting
Summer 2011,71305,ACC,S310F,FOUNDATIONS OF ACCOUNTING,"ACC-S310F: FOUNDATIONS OF ACCOUNTING, Section no. 71305",C-,7,Accounting
Summer 2011,71305,ACC,S310F,FOUNDATIONS OF ACCOUNTING,"ACC-S310F: FOUNDATIONS OF ACCOUNTING, Section no. 71305",C,5,Accounting
Summer 2011,71305,ACC,S310F,FOUNDATIONS OF ACCOUNTING,"ACC-S310F: FOUNDATIONS OF ACCOUNTING, Section no. 71305",C+,4,Accounting
Summer 2011,71305,ACC,S310F,FOUNDATIONS OF ACCOUNTING,"ACC-S310F: FOUNDATIONS OF ACCOUNTING, Section no. 71305",B-,5,Accounting
Summer 2011,71305,ACC,S310F,FOUNDATIONS OF ACCOUNTING,"ACC-S310F: FOUNDATIONS OF ACCOUNTING, Section no. 71305",B,3,Accounting
Summer 2011,71305,ACC,S310F,FOUNDATIONS OF ACCOUNTING,"ACC-S310F: FOUNDATIONS OF ACCOUNTING, Section no. 71305",B+,8,Accounting
Summer 2011,71305,ACC,S310F,FOUNDATIONS OF ACCOUNTING,"ACC-S310F: FOUNDATIONS OF ACCOUNTING, Section no. 71305",A-,4,Accounting
Summer 2011,71305,ACC,S310F,FOUNDATIONS OF ACCOUNTING,"ACC-S310F: FOUNDATIONS OF ACCOUNTING, Section no. 71305",A,2,Accounting
Summer 2011,71307,ACC,S311,FUNDAMENTALS OF FINANCIAL ACC,"ACC-S311: FUNDAMENTALS OF FINANCIAL ACC, Section no. 71307",F,2,Accounting
Summer 2011,71307,ACC,S311,FUNDAMENTALS OF FINANCIAL ACC,"ACC-S311: FUNDAMENTALS OF FINANCIAL ACC, Section no. 71307",D+,1,Accounting
Summer 2011,71307,ACC,S311,FUNDAMENTALS OF FINANCIAL ACC,"ACC-S311: FUNDAMENTALS OF FINANCIAL ACC, Section no. 71307",C-,1,Accounting
Summer 2011,71307,ACC,S311,FUNDAMENTALS OF FINANCIAL ACC,"ACC-S311: FUNDAMENTALS OF FINANCIAL ACC, Section no. 71307",C,1,Accounting
Summer 2011,71307,ACC,S311,FUNDAMENTALS OF FINANCIAL ACC,"ACC-S311: FUNDAMENTALS OF FINANCIAL ACC, Section no. 71307",C+,3,Accounting
Summer 2011,71307,ACC,S311,FUNDAMENTALS OF FINANCIAL ACC,"ACC-S311: FUNDAMENTALS OF FINANCIAL ACC, Section no. 71307",B-,4,Accounting
Summer 2011,71307,ACC,S311,FUNDAMENTALS OF FINANCIAL ACC,"ACC-S311: FUNDAMENTALS OF FINANCIAL ACC, Section no. 71307",B,2,Accounting
Summer 2011,71307,ACC,S311,FUNDAMENTALS OF FINANCIAL ACC,"ACC-S311: FUNDAMENTALS OF FINANCIAL ACC, Section no. 71307",B+,4,Accounting
Summer 2011,71307,ACC,S311,FUNDAMENTALS OF FINANCIAL ACC,"ACC-S311: FUNDAMENTALS OF FINANCIAL ACC, Section no. 71307",A-,2,Accounting
Summer 2011,71307,ACC,S311,FUNDAMENTALS OF FINANCIAL ACC,"ACC-S311: FUNDAMENTALS OF FINANCIAL ACC, Section no. 71307",A,4,Accounting
Summer 2011,71310,ACC,S312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-S312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71310",Other,11,Accounting
Summer 2011,71310,ACC,S312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-S312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71310",F,2,Accounting
Summer 2011,71310,ACC,S312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-S312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71310",C,3,Accounting
Summer 2011,71310,ACC,S312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-S312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71310",C+,3,Accounting
Summer 2011,71310,ACC,S312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-S312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71310",B-,3,Accounting
Summer 2011,71310,ACC,S312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-S312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71310",B,5,Accounting
Summer 2011,71310,ACC,S312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-S312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71310",B+,2,Accounting
Summer 2011,71310,ACC,S312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-S312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71310",A-,1,Accounting
Summer 2011,71310,ACC,S312,FUNDAMENTALS OF MANAGERIAL ACC,"ACC-S312: FUNDAMENTALS OF MANAGERIAL ACC, Section no. 71310",A,8,Accounting
Summer 2011,71325,ACC,S380K,2-FINCL ACC STANDS AND ANLY II,"ACC-S380K: 2-FINCL ACC STANDS AND ANLY II, Section no. 71325",Other,2,Accounting
Summer 2011,71325,ACC,S380K,2-FINCL ACC STANDS AND ANLY II,"ACC-S380K: 2-FINCL ACC STANDS AND ANLY II, Section no. 71325",B,7,Accounting
Summer 2011,71325,ACC,S380K,2-FINCL ACC STANDS AND ANLY II,"ACC-S380K: 2-FINCL ACC STANDS AND ANLY II, Section no. 71325",B+,2,Accounting
Summer 2011,71325,ACC,S380K,2-FINCL ACC STANDS AND ANLY II,"ACC-S380K: 2-FINCL ACC STANDS AND ANLY II, Section no. 71325",A-,3,Accounting
Summer 2011,71325,ACC,S380K,2-FINCL ACC STANDS AND ANLY II,"ACC-S380K: 2-FINCL ACC STANDS AND ANLY II, Section no. 71325",A,9,Accounting
Summer 2011,71330,ACC,S380K,8-PETROLEUM ACC: PRIN/PROC/ISS,"ACC-S380K: 8-PETROLEUM ACC: PRIN/PROC/ISS, Section no. 71330",Other,1,Accounting
Summer 2011,71330,ACC,S380K,8-PETROLEUM ACC: PRIN/PROC/ISS,"ACC-S380K: 8-PETROLEUM ACC: PRIN/PROC/ISS, Section no. 71330",B,1,Accounting
Summer 2011,71330,ACC,S380K,8-PETROLEUM ACC: PRIN/PROC/ISS,"ACC-S380K: 8-PETROLEUM ACC: PRIN/PROC/ISS, Section no. 71330",B+,2,Accounting
Summer 2011,71330,ACC,S380K,8-PETROLEUM ACC: PRIN/PROC/ISS,"ACC-S380K: 8-PETROLEUM ACC: PRIN/PROC/ISS, Section no. 71330",A-,19,Accounting
Summer 2011,71330,ACC,S380K,8-PETROLEUM ACC: PRIN/PROC/ISS,"ACC-S380K: 8-PETROLEUM ACC: PRIN/PROC/ISS, Section no. 71330",A,32,Accounting
Summer 2011,71335,ACC,S380K,11-INTRODUCTION TO TAXATION,"ACC-S380K: 11-INTRODUCTION TO TAXATION, Section no. 71335",Other,4,Accounting
Summer 2011,71335,ACC,S380K,11-INTRODUCTION TO TAXATION,"ACC-S380K: 11-INTRODUCTION TO TAXATION, Section no. 71335",C+,1,Accounting
Summer 2011,71335,ACC,S380K,11-INTRODUCTION TO TAXATION,"ACC-S380K: 11-INTRODUCTION TO TAXATION, Section no. 71335",B-,6,Accounting
Summer 2011,71335,ACC,S380K,11-INTRODUCTION TO TAXATION,"ACC-S380K: 11-INTRODUCTION TO TAXATION, Section no. 71335",B,15,Accounting
Summer 2011,71335,ACC,S380K,11-INTRODUCTION TO TAXATION,"ACC-S380K: 11-INTRODUCTION TO TAXATION, Section no. 71335",B+,7,Accounting
Summer 2011,71335,ACC,S380K,11-INTRODUCTION TO TAXATION,"ACC-S380K: 11-INTRODUCTION TO TAXATION, Section no. 71335",A-,7,Accounting
Summer 2011,71335,ACC,S380K,11-INTRODUCTION TO TAXATION,"ACC-S380K: 11-INTRODUCTION TO TAXATION, Section no. 71335",A,12,Accounting
Summer 2011,71340,ACC,S381,FINANCIAL ACCOUNTING,"ACC-S381: FINANCIAL ACCOUNTING, Section no. 71340",Other,1,Accounting
Summer 2011,71340,ACC,S381,FINANCIAL ACCOUNTING,"ACC-S381: FINANCIAL ACCOUNTING, Section no. 71340",B-,4,Accounting
Summer 2011,71340,ACC,S381,FINANCIAL ACCOUNTING,"ACC-S381: FINANCIAL ACCOUNTING, Section no. 71340",B,5,Accounting
Summer 2011,71340,ACC,S381,FINANCIAL ACCOUNTING,"ACC-S381: FINANCIAL ACCOUNTING, Section no. 71340",B+,7,Accounting
Summer 2011,71340,ACC,S381,FINANCIAL ACCOUNTING,"ACC-S381: FINANCIAL ACCOUNTING, Section no. 71340",A-,9,Accounting
Summer 2011,71340,ACC,S381,FINANCIAL ACCOUNTING,"ACC-S381: FINANCIAL ACCOUNTING, Section no. 71340",A,17,Accounting
Summer 2011,71345,ACC,S383K,4-FRAUD EXAMINATION,"ACC-S383K: 4-FRAUD EXAMINATION, Section no. 71345",B,3,Accounting
Summer 2011,71345,ACC,S383K,4-FRAUD EXAMINATION,"ACC-S383K: 4-FRAUD EXAMINATION, Section no. 71345",B+,10,Accounting
Summer 2011,71345,ACC,S383K,4-FRAUD EXAMINATION,"ACC-S383K: 4-FRAUD EXAMINATION, Section no. 71345",A-,13,Accounting
Summer 2011,71345,ACC,S383K,4-FRAUD EXAMINATION,"ACC-S383K: 4-FRAUD EXAMINATION, Section no. 71345",A,3,Accounting
Summer 2011,71415,LEB,F323,BUSINESS LAW AND ETHICS,"LEB-F323: BUSINESS LAW AND ETHICS, Section no. 71415",Other,1,Legal Environment Of Business
Summer 2011,71415,LEB,F323,BUSINESS LAW AND ETHICS,"LEB-F323: BUSINESS LAW AND ETHICS, Section no. 71415",D+,1,Legal Environment Of Business
Summer 2011,71415,LEB,F323,BUSINESS LAW AND ETHICS,"LEB-F323: BUSINESS LAW AND ETHICS, Section no. 71415",C+,2,Legal Environment Of Business
Summer 2011,71415,LEB,F323,BUSINESS LAW AND ETHICS,"LEB-F323: BUSINESS LAW AND ETHICS, Section no. 71415",B,4,Legal Environment Of Business
Summer 2011,71415,LEB,F323,BUSINESS LAW AND ETHICS,"LEB-F323: BUSINESS LAW AND ETHICS, Section no. 71415",B+,8,Legal Environment Of Business
Summer 2011,71415,LEB,F323,BUSINESS LAW AND ETHICS,"LEB-F323: BUSINESS LAW AND ETHICS, Section no. 71415",A-,23,Legal Environment Of Business
Summer 2011,71415,LEB,F323,BUSINESS LAW AND ETHICS,"LEB-F323: BUSINESS LAW AND ETHICS, Section no. 71415",A,31,Legal Environment Of Business
Summer 2011,71425,LEB,F180,1-SOCL/ETH RESP OF BUSN-DAL,"LEB-F180: 1-SOCL/ETH RESP OF BUSN-DAL, Section no. 71425",B+,2,Legal Environment Of Business
Summer 2011,71425,LEB,F180,1-SOCL/ETH RESP OF BUSN-DAL,"LEB-F180: 1-SOCL/ETH RESP OF BUSN-DAL, Section no. 71425",A-,2,Legal Environment Of Business
Summer 2011,71425,LEB,F180,1-SOCL/ETH RESP OF BUSN-DAL,"LEB-F180: 1-SOCL/ETH RESP OF BUSN-DAL, Section no. 71425",A,23,Legal Environment Of Business
Summer 2011,71430,LEB,F180,1-SOCL/ETH RESP OF BUSN-DAL,"LEB-F180: 1-SOCL/ETH RESP OF BUSN-DAL, Section no. 71430",B,1,Legal Environment Of Business
Summer 2011,71430,LEB,F180,1-SOCL/ETH RESP OF BUSN-DAL,"LEB-F180: 1-SOCL/ETH RESP OF BUSN-DAL, Section no. 71430",B+,1,Legal Environment Of Business
Summer 2011,71430,LEB,F180,1-SOCL/ETH RESP OF BUSN-DAL,"LEB-F180: 1-SOCL/ETH RESP OF BUSN-DAL, Section no. 71430",A-,2,Legal Environment Of Business
Summer 2011,71430,LEB,F180,1-SOCL/ETH RESP OF BUSN-DAL,"LEB-F180: 1-SOCL/ETH RESP OF BUSN-DAL, Section no. 71430",A,25,Legal Environment Of Business
Summer 2011,71435,LEB,F180,1-SOCL/ETH RESP OF BUSN-HOU,"LEB-F180: 1-SOCL/ETH RESP OF BUSN-HOU, Section no. 71435",B,1,Legal Environment Of Business
Summer 2011,71435,LEB,F180,1-SOCL/ETH RESP OF BUSN-HOU,"LEB-F180: 1-SOCL/ETH RESP OF BUSN-HOU, Section no. 71435",B+,9,Legal Environment Of Business
Summer 2011,71435,LEB,F180,1-SOCL/ETH RESP OF BUSN-HOU,"LEB-F180: 1-SOCL/ETH RESP OF BUSN-HOU, Section no. 71435",A-,14,Legal Environment Of Business
Summer 2011,71435,LEB,F180,1-SOCL/ETH RESP OF BUSN-HOU,"LEB-F180: 1-SOCL/ETH RESP OF BUSN-HOU, Section no. 71435",A,16,Legal Environment Of Business
Summer 2011,71440,LEB,F180,1-SOCL/ETH RESP OF BUSN-HOU,"LEB-F180: 1-SOCL/ETH RESP OF BUSN-HOU, Section no. 71440",B,3,Legal Environment Of Business
Summer 2011,71440,LEB,F180,1-SOCL/ETH RESP OF BUSN-HOU,"LEB-F180: 1-SOCL/ETH RESP OF BUSN-HOU, Section no. 71440",B+,6,Legal Environment Of Business
Summer 2011,71440,LEB,F180,1-SOCL/ETH RESP OF BUSN-HOU,"LEB-F180: 1-SOCL/ETH RESP OF BUSN-HOU, Section no. 71440",A-,16,Legal Environment Of Business
Summer 2011,71440,LEB,F180,1-SOCL/ETH RESP OF BUSN-HOU,"LEB-F180: 1-SOCL/ETH RESP OF BUSN-HOU, Section no. 71440",A,13,Legal Environment Of Business
Summer 2011,71445,LEB,F380,TPCS LEGAL ENVIR OF BUSN-DAL,"LEB-F380: TPCS LEGAL ENVIR OF BUSN-DAL, Section no. 71445",B-,2,Legal Environment Of Business
Summer 2011,71445,LEB,F380,TPCS LEGAL ENVIR OF BUSN-DAL,"LEB-F380: TPCS LEGAL ENVIR OF BUSN-DAL, Section no. 71445",B,2,Legal Environment Of Business
Summer 2011,71445,LEB,F380,TPCS LEGAL ENVIR OF BUSN-DAL,"LEB-F380: TPCS LEGAL ENVIR OF BUSN-DAL, Section no. 71445",B+,9,Legal Environment Of Business
Summer 2011,71445,LEB,F380,TPCS LEGAL ENVIR OF BUSN-DAL,"LEB-F380: TPCS LEGAL ENVIR OF BUSN-DAL, Section no. 71445",A-,8,Legal Environment Of Business
Summer 2011,71445,LEB,F380,TPCS LEGAL ENVIR OF BUSN-DAL,"LEB-F380: TPCS LEGAL ENVIR OF BUSN-DAL, Section no. 71445",A,6,Legal Environment Of Business
Summer 2011,71450,LEB,F380,TPCS LEGAL ENVIR OF BUSN-DAL,"LEB-F380: TPCS LEGAL ENVIR OF BUSN-DAL, Section no. 71450",B,8,Legal Environment Of Business
Summer 2011,71450,LEB,F380,TPCS LEGAL ENVIR OF BUSN-DAL,"LEB-F380: TPCS LEGAL ENVIR OF BUSN-DAL, Section no. 71450",B+,10,Legal Environment Of Business
Summer 2011,71450,LEB,F380,TPCS LEGAL ENVIR OF BUSN-DAL,"LEB-F380: TPCS LEGAL ENVIR OF BUSN-DAL, Section no. 71450",A-,6,Legal Environment Of Business
Summer 2011,71450,LEB,F380,TPCS LEGAL ENVIR OF BUSN-DAL,"LEB-F380: TPCS LEGAL ENVIR OF BUSN-DAL, Section no. 71450",A,5,Legal Environment Of Business
Summer 2011,71455,LEB,F380,13-COMMERCIAL TRANSACTIONS,"LEB-F380: 13-COMMERCIAL TRANSACTIONS, Section no. 71455",D+,1,Legal Environment Of Business
Summer 2011,71455,LEB,F380,13-COMMERCIAL TRANSACTIONS,"LEB-F380: 13-COMMERCIAL TRANSACTIONS, Section no. 71455",B-,1,Legal Environment Of Business
Summer 2011,71455,LEB,F380,13-COMMERCIAL TRANSACTIONS,"LEB-F380: 13-COMMERCIAL TRANSACTIONS, Section no. 71455",B+,12,Legal Environment Of Business
Summer 2011,71455,LEB,F380,13-COMMERCIAL TRANSACTIONS,"LEB-F380: 13-COMMERCIAL TRANSACTIONS, Section no. 71455",A-,9,Legal Environment Of Business
Summer 2011,71455,LEB,F380,13-COMMERCIAL TRANSACTIONS,"LEB-F380: 13-COMMERCIAL TRANSACTIONS, Section no. 71455",A,31,Legal Environment Of Business
Summer 2011,71460,LEB,F380,17-LIABIL & REG OF ACCOUNTANTS,"LEB-F380: 17-LIABIL & REG OF ACCOUNTANTS, Section no. 71460",Other,1,Legal Environment Of Business
Summer 2011,71460,LEB,F380,17-LIABIL & REG OF ACCOUNTANTS,"LEB-F380: 17-LIABIL & REG OF ACCOUNTANTS, Section no. 71460",C,1,Legal Environment Of Business
Summer 2011,71460,LEB,F380,17-LIABIL & REG OF ACCOUNTANTS,"LEB-F380: 17-LIABIL & REG OF ACCOUNTANTS, Section no. 71460",B,26,Legal Environment Of Business
Summer 2011,71460,LEB,F380,17-LIABIL & REG OF ACCOUNTANTS,"LEB-F380: 17-LIABIL & REG OF ACCOUNTANTS, Section no. 71460",A-,5,Legal Environment Of Business
Summer 2011,71460,LEB,F380,17-LIABIL & REG OF ACCOUNTANTS,"LEB-F380: 17-LIABIL & REG OF ACCOUNTANTS, Section no. 71460",A,28,Legal Environment Of Business
Summer 2011,71465,LEB,S320F,FOUNDS OF LEGAL ENVIR OF BUSN,"LEB-S320F: FOUNDS OF LEGAL ENVIR OF BUSN, Section no. 71465",Other,1,Legal Environment Of Business
Summer 2011,71465,LEB,S320F,FOUNDS OF LEGAL ENVIR OF BUSN,"LEB-S320F: FOUNDS OF LEGAL ENVIR OF BUSN, Section no. 71465",C,11,Legal Environment Of Business
Summer 2011,71465,LEB,S320F,FOUNDS OF LEGAL ENVIR OF BUSN,"LEB-S320F: FOUNDS OF LEGAL ENVIR OF BUSN, Section no. 71465",C+,7,Legal Environment Of Business
Summer 2011,71465,LEB,S320F,FOUNDS OF LEGAL ENVIR OF BUSN,"LEB-S320F: FOUNDS OF LEGAL ENVIR OF BUSN, Section no. 71465",B-,8,Legal Environment Of Business
Summer 2011,71465,LEB,S320F,FOUNDS OF LEGAL ENVIR OF BUSN,"LEB-S320F: FOUNDS OF LEGAL ENVIR OF BUSN, Section no. 71465",B,24,Legal Environment Of Business
Summer 2011,71465,LEB,S320F,FOUNDS OF LEGAL ENVIR OF BUSN,"LEB-S320F: FOUNDS OF LEGAL ENVIR OF BUSN, Section no. 71465",B+,8,Legal Environment Of Business
Summer 2011,71465,LEB,S320F,FOUNDS OF LEGAL ENVIR OF BUSN,"LEB-S320F: FOUNDS OF LEGAL ENVIR OF BUSN, Section no. 71465",A,44,Legal Environment Of Business
Summer 2011,71475,LEB,S380,1-SOCL/ETH RESPONSIBIL OF BUSN,"LEB-S380: 1-SOCL/ETH RESPONSIBIL OF BUSN, Section no. 71475",B,8,Legal Environment Of Business
Summer 2011,71475,LEB,S380,1-SOCL/ETH RESPONSIBIL OF BUSN,"LEB-S380: 1-SOCL/ETH RESPONSIBIL OF BUSN, Section no. 71475",B+,13,Legal Environment Of Business
Summer 2011,71475,LEB,S380,1-SOCL/ETH RESPONSIBIL OF BUSN,"LEB-S380: 1-SOCL/ETH RESPONSIBIL OF BUSN, Section no. 71475",A-,7,Legal Environment Of Business
Summer 2011,71475,LEB,S380,1-SOCL/ETH RESPONSIBIL OF BUSN,"LEB-S380: 1-SOCL/ETH RESPONSIBIL OF BUSN, Section no. 71475",A,13,Legal Environment Of Business
Summer 2011,71480,LEB,S380,7-CORPORATION LAW,"LEB-S380: 7-CORPORATION LAW, Section no. 71480",B,2,Legal Environment Of Business
Summer 2011,71480,LEB,S380,7-CORPORATION LAW,"LEB-S380: 7-CORPORATION LAW, Section no. 71480",B+,3,Legal Environment Of Business
Summer 2011,71480,LEB,S380,7-CORPORATION LAW,"LEB-S380: 7-CORPORATION LAW, Section no. 71480",A-,11,Legal Environment Of Business
Summer 2011,71480,LEB,S380,7-CORPORATION LAW,"LEB-S380: 7-CORPORATION LAW, Section no. 71480",A,4,Legal Environment Of Business
Summer 2011,71535,FIN,F357,BUSINESS FINANCE,"FIN-F357: BUSINESS FINANCE, Section no. 71535",Other,1,Finance
Summer 2011,71535,FIN,F357,BUSINESS FINANCE,"FIN-F357: BUSINESS FINANCE, Section no. 71535",F,2,Finance
Summer 2011,71535,FIN,F357,BUSINESS FINANCE,"FIN-F357: BUSINESS FINANCE, Section no. 71535",C+,5,Finance
Summer 2011,71535,FIN,F357,BUSINESS FINANCE,"FIN-F357: BUSINESS FINANCE, Section no. 71535",B-,5,Finance
Summer 2011,71535,FIN,F357,BUSINESS FINANCE,"FIN-F357: BUSINESS FINANCE, Section no. 71535",B,9,Finance
Summer 2011,71535,FIN,F357,BUSINESS FINANCE,"FIN-F357: BUSINESS FINANCE, Section no. 71535",B+,8,Finance
Summer 2011,71535,FIN,F357,BUSINESS FINANCE,"FIN-F357: BUSINESS FINANCE, Section no. 71535",A-,13,Finance
Summer 2011,71535,FIN,F357,BUSINESS FINANCE,"FIN-F357: BUSINESS FINANCE, Section no. 71535",A,9,Finance
Summer 2011,71540,FIN,F367,INVESTMENT MANAGEMENT,"FIN-F367: INVESTMENT MANAGEMENT, Section no. 71540",Other,6,Finance
Summer 2011,71540,FIN,F367,INVESTMENT MANAGEMENT,"FIN-F367: INVESTMENT MANAGEMENT, Section no. 71540",C+,2,Finance
Summer 2011,71540,FIN,F367,INVESTMENT MANAGEMENT,"FIN-F367: INVESTMENT MANAGEMENT, Section no. 71540",B-,8,Finance
Summer 2011,71540,FIN,F367,INVESTMENT MANAGEMENT,"FIN-F367: INVESTMENT MANAGEMENT, Section no. 71540",B,9,Finance
